"code" "name" "market" "control_date" "control_status" "main_cost_value"
"002410" "" "002410.sz" NA "" NA
"002411" "" "002411.sz" NA "" NA
"002412" "汉森制药" "002412.sz" "2016-01-14" "微弱控盘" 23.5
"002413" "雷科防务" "002413.sz" "2016-01-14" "微弱控盘" 50.62
"002414" "高德红外" "002414.sz" "2016-01-14" "微弱控盘" 28.6
"002415" "" "002415.sz" NA "" NA
"002416" "爱施德" "002416.sz" "2016-01-14" "微弱控盘" 16.38
"002417" "*ST元达" "002417.sz" "2016-01-14" "微弱控盘" 19.46
"002418" "康盛股份" "002418.sz" "2016-01-14" "微弱控盘" 33.6
"002419" "天虹商场" "002419.sz" "2016-01-14" "微弱控盘" 13.9
"002420" "毅昌股份" "002420.sz" "2016-01-14" "微弱控盘" 10.55
"002421" "达实智能" "002421.sz" "2016-01-14" "微弱控盘" 20.07
"002422" "科伦药业" "002422.sz" "2016-01-14" "微弱控盘" 17.7
"002423" "中原特钢" "002423.sz" "2016-01-14" "微弱控盘" 15.71
"002424" "" "002424.sz" NA "" NA
"002425" "" "002425.sz" NA "" NA
"002426" "胜利精密" "002426.sz" "2016-01-14" "微弱控盘" 22.69
"002427" "尤夫股份" "002427.sz" NA "" NA
"002428" "云南锗业" "002428.sz" "2016-01-14" "中度控盘" 18.25
"002429" "" "002429.sz" NA "" NA
"002430" "杭氧股份" "002430.sz" "2016-01-14" "微弱控盘" 10.56
"002431" "棕榈园林" "002431.sz" "2016-01-14" "微弱控盘" 23.66
"002432" "九安医疗" "002432.sz" "2016-01-14" "微弱控盘" 25.08
"002433" "太安堂" "002433.sz" "2016-01-13" "微弱控盘" 14.54
"002434" "万里扬" "002434.sz" NA "" NA
"002435" "长江润发" "002435.sz" NA "" NA
"002436" "兴森科技" "002436.sz" "2016-01-14" "微弱控盘" 19.61
"002437" "誉衡药业" "002437.sz" "2016-01-14" "微弱控盘" 30.57
"002438" "江苏神通" "002438.sz" "2016-01-14" "微弱控盘" 25.07
"002439" "启明星辰" "002439.sz" "2016-01-14" "微弱控盘" 31.08
"002440" "闰土股份" "002440.sz" "2016-01-14" "微弱控盘" 18.69
"002441" "" "002441.sz" NA "" NA
"002442" "龙星化工" "002442.sz" "2016-01-14" "中度控盘" 14.73
"002443" "金洲管道" "002443.sz" "2016-01-14" "轻度控盘" 16.22
"002444" "巨星科技" "002444.sz" "2016-01-14" "微弱控盘" 17.5
"002445" "中南重工" "002445.sz" "2016-01-14" "微弱控盘" 25.13
"002446" "盛路通信" "002446.sz" "2016-01-14" "微弱控盘" 32.1
"002447" "" "002447.sz" NA "" NA
"002448" "中原内配" "002448.sz" "2016-01-14" "微弱控盘" 12.69
"002449" "国星光电" "002449.sz" "2016-01-14" "微弱控盘" 15.35
"002450" "康得新" "002450.sz" "2016-01-13" "微弱控盘" 35.66
"002451" "摩恩电气" "002451.sz" "2016-01-14" "微弱控盘" 12.99
"002452" "" "002452.sz" NA "" NA
"002453" "天马精化" "002453.sz" "2016-01-14" "微弱控盘" 10.48
"002454" "松芝股份" "002454.sz" "2016-01-14" "微弱控盘" 17.28
"002455" "百川股份" "002455.sz" "2016-01-14" "微弱控盘" 10.49
"002456" "欧菲光" "002456.sz" "2016-01-14" "微弱控盘" 27.54
"002457" "青龙管业" "002457.sz" "2016-01-14" "微弱控盘" 12.79
"002458" "益生股份" "002458.sz" "2016-01-14" "中度控盘" 32.24
"002460" "赣锋锂业" "002460.sz" "2016-01-14" "微弱控盘" 50.98
"002461" "珠江啤酒" "002461.sz" "2016-01-14" "微弱控盘" 15.08
"002462" "嘉事堂" "002462.sz" "2016-01-14" "微弱控盘" 46.08
"002463" "沪电股份" "002463.sz" "2016-01-14" "微弱控盘" 6.37
"002464" "金利科技" "002464.sz" "2016-01-14" "微弱控盘" 64.02
"002465" "海格通信" "002465.sz" NA "" NA
"002466" "天齐锂业" "002466.sz" "2016-01-14" "微弱控盘" 129
"002467" "二六三" "002467.sz" "2016-01-14" "微弱控盘" 17.95
"002468" "艾迪西" "002468.sz" "2016-01-14" "高度控盘" 26.65
"002469" "三维工程" "002469.sz" "2016-01-14" "微弱控盘" 15.39
"002470" "金正大" "002470.sz" "2016-01-14" "微弱控盘" 21.29
"002471" "中超控股" "002471.sz" "2016-01-14" "微弱控盘" 10.02
"002472" "双环传动" "002472.sz" "2016-01-14" "微弱控盘" 25.9
"002473" "圣莱达" "002473.sz" NA "" NA
"002474" "榕基软件" "002474.sz" "2016-01-14" "微弱控盘" 20.85
"002475" "立讯精密" "002475.sz" "2016-01-14" "微弱控盘" 30.65
"002476" "宝莫股份" "002476.sz" "2016-01-14" "微弱控盘" 9.35
"002477" "雏鹰农牧" "002477.sz" "2016-01-14" "微弱控盘" 16.1
"002478" "常宝股份" "002478.sz" "2016-01-14" "微弱控盘" 13.33
"002479" "富春环保" "002479.sz" "2016-01-14" "微弱控盘" 13.53
"002480" "新筑股份" "002480.sz" "2016-01-14" "微弱控盘" 12.9
"002481" "双塔食品" "002481.sz" "2016-01-14" "微弱控盘" 10.91
"002482" "广田股份" "002482.sz" "2016-01-14" "微弱控盘" 25.85
"002483" "润邦股份" "002483.sz" NA "" NA
"002484" "江海股份" "002484.sz" "2016-01-14" "微弱控盘" 22.5
"002485" "希努尔" "002485.sz" NA "" NA
"002486" "嘉麟杰" "002486.sz" "2016-01-14" "微弱控盘" 6.23
"002487" "" "002487.sz" NA "" NA
"002488" "金固股份" "002488.sz" "2016-01-14" "微弱控盘" 26.08
"002489" "" "002489.sz" NA "" NA
"002490" "山东墨龙" "002490.sz" "2016-01-14" "微弱控盘" 10.02
"002491" "" "002491.sz" NA "" NA
"002492" "恒基达鑫" "002492.sz" "2016-01-14" "微弱控盘" 13.77
"002493" "荣盛石化" "002493.sz" "2016-01-14" "微弱控盘" 10.24
"002494" "华斯股份" "002494.sz" "2016-01-14" "微弱控盘" 22.02
"002495" "" "002495.sz" NA "" NA
"002496" "" "002496.sz" NA "" NA
"002497" "" "002497.sz" NA "" NA
"002498" "汉缆股份" "002498.sz" "2016-01-14" "微弱控盘" 7.56
"002499" "" "002499.sz" NA "" NA
"002500" "山西证券" "002500.sz" "2016-01-14" "微弱控盘" 15.52
"002501" "利源精制" "002501.sz" "2016-01-14" "微弱控盘" 12.66
"002502" "" "002502.sz" NA "" NA
"002503" "搜于特" "002503.sz" "2016-01-14" "微弱控盘" 15.24
"002504" "弘高创意" "002504.sz" "2016-01-14" "微弱控盘" 27.42
"002505" "大康牧业" "002505.sz" "2016-01-14" "中度控盘" 7.77
"002507" "" "002507.sz" NA "" NA
"002508" "老板电器" "002508.sz" "2016-01-14" "微弱控盘" 37.48
"002509" "天广消防" "002509.sz" "2016-01-14" "轻度控盘" 17.98
"002510" "" "002510.sz" NA "" NA
"002511" "中顺洁柔" "002511.sz" "2016-01-14" "微弱控盘" 10.55
"002512" "达华智能" "002512.sz" "2016-01-13" "微弱控盘" 20.7
"002513" "蓝丰生化" "002513.sz" "2016-01-14" "微弱控盘" 17.14
"002514" "宝馨科技" "002514.sz" "2016-01-14" "微弱控盘" 21.99
"002515" "金字火腿" "002515.sz" "2016-01-14" "微弱控盘" 23.04
"002516" "旷达科技" "002516.sz" "2016-01-14" "微弱控盘" 13.92
"002517" "泰亚股份" "002517.sz" "2016-01-14" "微弱控盘" 51.9
"002518" "科士达" "002518.sz" "2016-01-14" "微弱控盘" 30.98
"002519" "银河电子" "002519.sz" "2016-01-14" "微弱控盘" 22.39
"002520" "日发精机" "002520.sz" "2016-01-14" "微弱控盘" 24.78
"002521" "齐峰新材" "002521.sz" "2016-01-14" "微弱控盘" 11.71
"002522" "浙江众成" "002522.sz" "2016-01-14" "微弱控盘" 17.91
"002523" "天桥起重" "002523.sz" "2016-01-14" "微弱控盘" 8.73
"002524" "光正集团" "002524.sz" "2016-01-14" "微弱控盘" 9.28
"002526" "山东矿机" "002526.sz" "2016-01-14" "微弱控盘" 10.73
"002527" "新时达" "002527.sz" "2016-01-14" "微弱控盘" 16.1
"002529" "海源机械" "002529.sz" "2016-01-14" "微弱控盘" 23.37
"002530" "丰东股份" "002530.sz" NA "" NA
"002532" "新界泵业" "002532.sz" "2016-01-14" "微弱控盘" 14.44
"002534" "杭锅股份" "002534.sz" "2016-01-14" "轻度控盘" 17.1
"002535" "林州重机" "002535.sz" NA "" NA
"002536" "" "002536.sz" NA "" NA
"002537" "海立美达" "002537.sz" NA "" NA
"002538" "司尔特" "002538.sz" "2016-01-14" "微弱控盘" 12.43
"002539" "新都化工" "002539.sz" "2016-01-14" "轻度控盘" 14.8
"002540" "亚太科技" "002540.sz" "2016-01-14" "微弱控盘" 9.87
"002541" "鸿路钢构" "002541.sz" "2016-01-14" "微弱控盘" 18.99
"002542" "中化岩土" "002542.sz" NA "" NA
"002543" "万和电气" "002543.sz" "2016-01-14" "微弱控盘" 17.31
"002544" "杰赛科技" "002544.sz" NA "" NA
"002545" "" "002545.sz" NA "" NA
"002546" "新联电子" "002546.sz" "2016-01-14" "轻度控盘" 26.66
"002547" "春兴精工" "002547.sz" "2016-01-14" "微弱控盘" 12.17
"002548" "金新农" "002548.sz" "2016-01-14" "微弱控盘" 16.67
"002549" "凯美特气" "002549.sz" "2016-01-14" "微弱控盘" 12.53
"002550" "千红制药" "002550.sz" "2016-01-14" "微弱控盘" 20.93
"002551" "尚荣医疗" "002551.sz" "2016-01-14" "微弱控盘" 29.21
"002552" "" "002552.sz" NA "" NA
"002553" "南方轴承" "002553.sz" "2016-01-14" "微弱控盘" 13.14
"002554" "" "002554.sz" NA "" NA
"002555" "" "002555.sz" NA "" NA
"002556" "辉隆股份" "002556.sz" "2016-01-14" "微弱控盘" 18.85
"002557" "洽洽食品" "002557.sz" "2016-01-14" "微弱控盘" 16.68
"002558" "世纪游轮" "002558.sz" "2016-01-14" "中度控盘" 156.71
"002559" "亚威股份" "002559.sz" "2016-01-14" "微弱控盘" 16.04
"002560" "通达股份" "002560.sz" "2016-01-14" "微弱控盘" 42.44
"002561" "徐家汇" "002561.sz" "2016-01-14" "微弱控盘" 15.23
"002562" "兄弟科技" "002562.sz" "2016-01-14" "微弱控盘" 24.99
"002563" "森马服饰" "002563.sz" "2016-01-14" "微弱控盘" 11.66
"002564" "" "002564.sz" NA "" NA
"002565" "" "002565.sz" NA "" NA
"002566" "益盛药业" "002566.sz" "2016-01-14" "微弱控盘" 16.46
"002567" "唐人神" "002567.sz" NA "" NA
"002568" "百润股份" "002568.sz" NA "" NA
"002569" "" "002569.sz" NA "" NA
"002570" "" "002570.sz" NA "" NA
"002571" "" "002571.sz" NA "" NA
"002572" "" "002572.sz" NA "" NA
"002573" "清新环境" "002573.sz" NA "" NA
"002574" "明牌珠宝" "002574.sz" "2016-01-14" "微弱控盘" 17.85
"002575" "群兴玩具" "002575.sz" "2016-01-14" "中度控盘" 13.68
"002576" "通达动力" "002576.sz" "2016-01-14" "微弱控盘" 25.44
"002578" "闽发铝业" "002578.sz" "2016-01-14" "轻度控盘" 9.54
"002579" "" "002579.sz" NA "" NA
"002580" "圣阳股份" "002580.sz" "2016-01-14" "微弱控盘" 17.91
"002581" "" "002581.sz" NA "" NA
"002582" "" "002582.sz" NA "" NA
"002583" "海能达" "002583.sz" "2016-01-14" "微弱控盘" 11.3
"002584" "西陇科学" "002584.sz" "2016-01-14" "微弱控盘" 46.38
"002585" "双星新材" "002585.sz" "2016-01-14" "微弱控盘" 11.95
"002586" "围海股份" "002586.sz" "2016-01-14" "微弱控盘" 8.58
"002587" "" "002587.sz" NA "" NA
"002588" "史丹利" "002588.sz" "2016-01-14" "微弱控盘" 28.92
"002589" "" "002589.sz" NA "" NA
"002590" "万安科技" "002590.sz" "2016-01-14" "轻度控盘" 21.84
"002591" "" "002591.sz" NA "" NA
"002592" "八菱科技" "002592.sz" "2016-01-14" "微弱控盘" 43.06
"002593" "日上集团" "002593.sz" "2016-01-14" "微弱控盘" 31.6
"002594" "比亚迪" "002594.sz" "2016-01-14" "微弱控盘" 63.61
"002595" "" "002595.sz" NA "" NA
"002596" "海南瑞泽" "002596.sz" "2016-01-14" "微弱控盘" 33.23
"002597" "金禾实业" "002597.sz" "2016-01-14" "微弱控盘" 11.17
"002598" "山东章鼓" "002598.sz" "2016-01-14" "微弱控盘" 12.59
"002599" "盛通股份" "002599.sz" "2016-01-14" "微弱控盘" 34.72
"002600" "" "002600.sz" NA "" NA
"002601" "佰利联" "002601.sz" "2016-01-14" "中度控盘" 36.85
"002602" "" "002602.sz" NA "" NA
"002603" "以岭药业" "002603.sz" "2016-01-14" "微弱控盘" 17.74
"002604" "龙力生物" "002604.sz" "2016-01-14" "微弱控盘" 13.62
"002605" "姚记扑克" "002605.sz" "2016-01-14" "微弱控盘" 24.64
"002606" "大连电瓷" "002606.sz" "2016-01-14" "微弱控盘" 16.57
"002607" "亚夏汽车" "002607.sz" "2016-01-14" "微弱控盘" 14.52
"002608" "*ST舜船" "002608.sz" NA "" NA
"002609" "捷顺科技" "002609.sz" "2016-01-14" "微弱控盘" 19.93
"002610" "爱康科技" "002610.sz" "2016-01-14" "微弱控盘" 12.12
"002611" "东方精工" "002611.sz" "2016-01-14" "微弱控盘" 13.72
"002612" "朗姿股份" "002612.sz" NA "" NA
"002613" "北玻股份" "002613.sz" "2016-01-14" "微弱控盘" 7.45
"002614" "蒙发利" "002614.sz" "2016-01-14" "微弱控盘" 17.58
"002615" "哈尔斯" "002615.sz" "2016-01-14" "轻度控盘" 23.69
"002616" "长青集团" "002616.sz" "2016-01-14" "微弱控盘" 25.1
"002618" "丹邦科技" "002618.sz" "2016-01-14" "微弱控盘" 37.99
"002619" "" "002619.sz" NA "" NA
"002620" "瑞和股份" "002620.sz" "2016-01-14" "微弱控盘" 37.55
"002621" "三垒股份" "002621.sz" "2016-01-14" "微弱控盘" 22.74
"002622" "永大集团" "002622.sz" "2016-01-13" "轻度控盘" 29.92
"002623" "亚玛顿" "002623.sz" "2016-01-14" "微弱控盘" 41.51
"002624" "完美环球" "002624.sz" NA "" NA
"002625" "龙生股份" "002625.sz" "2016-01-14" "微弱控盘" 50.41
"002626" "金达威" "002626.sz" "2016-01-14" "微弱控盘" 15.11
"002627" "宜昌交运" "002627.sz" "2016-01-14" "微弱控盘" 24.04
"002628" "成都路桥" "002628.sz" "2016-01-14" "轻度控盘" 7.21
"002629" "仁智油服" "002629.sz" "2016-01-14" "中度控盘" 13.26
"002630" "华西能源" "002630.sz" "2016-01-14" "微弱控盘" 13.64
"002631" "德尔未来" "002631.sz" NA "" NA
"002632" "道明光学" "002632.sz" "2016-01-14" "微弱控盘" 22.95
"002633" "*ST申科" "002633.sz" NA "" NA
"002634" "棒杰股份" "002634.sz" "2016-01-14" "中度控盘" 35.96
"002635" "安洁科技" "002635.sz" "2016-01-14" "微弱控盘" 25.17
"002636" "金安国纪" "002636.sz" "2016-01-14" "微弱控盘" 21.19
"002637" "赞宇科技" "002637.sz" "2016-01-14" "微弱控盘" 25.2
"002638" "" "002638.sz" NA "" NA
"002639" "雪人股份" "002639.sz" "2016-01-14" "微弱控盘" 11.81
"002640" "跨境通" "002640.sz" "2016-01-14" "微弱控盘" 34.54
"002641" "永高股份" "002641.sz" "2016-01-14" "微弱控盘" 9.72
"002642" "荣之联" "002642.sz" "2016-01-14" "微弱控盘" 52.81
"002643" "万润股份" "002643.sz" "2016-01-14" "中度控盘" 34.82
"002644" "佛慈制药" "002644.sz" "2016-01-14" "微弱控盘" 16.59
"002645" "华宏科技" "002645.sz" "2016-01-14" "微弱控盘" 22.69
"002646" "青青稞酒" "002646.sz" "2016-01-14" "微弱控盘" 22.26
"002648" "卫星石化" "002648.sz" "2016-01-14" "微弱控盘" 10.64
"002649" "博彦科技" "002649.sz" "2016-01-14" "微弱控盘" 52.95
"002650" "加加食品" "002650.sz" "2016-01-14" "微弱控盘" 7.28
"002651" "利君股份" "002651.sz" "2016-01-14" "微弱控盘" 13.43
"002652" "扬子新材" "002652.sz" NA "" NA
"002653" "海思科" "002653.sz" "2016-01-14" "微弱控盘" 23.56
"002654" "万润科技" "002654.sz" "2016-01-14" "中度控盘" 42.75
"002655" "共达电声" "002655.sz" "2016-01-14" "中度控盘" 20.59
"002656" "卡奴迪路" "002656.sz" "2016-01-14" "轻度控盘" 23.48
"002657" "中科金财" "002657.sz" "2016-01-14" "微弱控盘" 77.78
"002658" "雪迪龙" "002658.sz" "2016-01-14" "微弱控盘" 26.14
"002659" "中泰桥梁" "002659.sz" "2016-01-14" "微弱控盘" 21.39
"002660" "茂硕电源" "002660.sz" "2016-01-14" "微弱控盘" 14.56
"002661" "克明面业" "002661.sz" "2016-01-14" "轻度控盘" 48.85
"002662" "京威股份" "002662.sz" "2016-01-14" "微弱控盘" 16.42
"002663" "" "002663.sz" NA "" NA
"002665" "首航节能" "002665.sz" "2016-01-14" "微弱控盘" 28.22
"002666" "德联集团" "002666.sz" "2016-01-14" "微弱控盘" 11.83
"002667" "鞍重股份" "002667.sz" "2016-01-14" "中度控盘" 63.76
"002668" "" "002668.sz" NA "" NA
"002669" "康达新材" "002669.sz" "2016-01-14" "微弱控盘" 27.08
"002670" "华声股份" "002670.sz" "2016-01-14" "微弱控盘" 33.25
"002671" "龙泉股份" "002671.sz" "2016-01-14" "微弱控盘" 16.81
"002672" "东江环保" "002672.sz" "2016-01-14" "微弱控盘" 19.99
"002673" "" "002673.sz" NA "" NA
"002674" "" "002674.sz" NA "" NA
"002675" "东诚药业" "002675.sz" "2016-01-14" "微弱控盘" 47.11
"002676" "顺威股份" "002676.sz" "2016-01-14" "微弱控盘" 33.2
"002677" "浙江美大" "002677.sz" "2016-01-14" "微弱控盘" 21.1
"002678" "" "002678.sz" NA "" NA
"002679" "福建金森" "002679.sz" "2016-01-14" "微弱控盘" 23.74
"002680" "黄海机械" "002680.sz" "2016-01-14" "微弱控盘" 43.47
"002681" "奋达科技" "002681.sz" "2016-01-14" "微弱控盘" 39.07
"002682" "龙洲股份" "002682.sz" "2016-01-14" "微弱控盘" 16.14
"002683" "宏大爆破" "002683.sz" "2016-01-14" "微弱控盘" 13.44
"002684" "猛狮科技" "002684.sz" NA "" NA
"002685" "华东重机" "002685.sz" "2016-01-14" "微弱控盘" 10.53
"002686" "亿利达" "002686.sz" "2016-01-14" "微弱控盘" 16.11
"002687" "乔治白" "002687.sz" "2016-01-14" "轻度控盘" 13.59
"002688" "金河生物" "002688.sz" "2016-01-14" "微弱控盘" 19.84
"002689" "远大智能" "002689.sz" "2016-01-14" "微弱控盘" 11.17
"002690" "美亚光电" "002690.sz" "2016-01-14" "微弱控盘" 33.1
"002691" "冀凯股份" "002691.sz" NA "" NA
"002692" "远程电缆" "002692.sz" "2016-01-14" "轻度控盘" 18.3
"002693" "双成药业" "002693.sz" "2016-01-14" "微弱控盘" 14.29
"002694" "顾地科技" "002694.sz" "2016-01-14" "微弱控盘" 13.91
"002695" "煌上煌" "002695.sz" "2016-01-14" "微弱控盘" 34.32
"002696" "百洋股份" "002696.sz" NA "" NA
"002697" "红旗连锁" "002697.sz" "2016-01-14" "微弱控盘" 7.6
"002698" "博实股份" "002698.sz" "2016-01-14" "微弱控盘" 29.08
"002699" "美盛文化" "002699.sz" "2016-01-14" "微弱控盘" 45.86
"002700" "新疆浩源" "002700.sz" "2016-01-14" "微弱控盘" 13.77
"002701" "奥瑞金" "002701.sz" "2016-01-14" "微弱控盘" 26.88
"002702" "海欣食品" "002702.sz" "2016-01-14" "微弱控盘" 24.22
"002703" "" "002703.sz" NA "" NA
"002705" "新宝股份" "002705.sz" "2016-01-14" "微弱控盘" 19.83
"002706" "" "002706.sz" NA "" NA
"002707" "众信旅游" "002707.sz" NA "" NA
"002708" "光洋股份" "002708.sz" "2016-01-14" "微弱控盘" 15.24
"002709" "天赐材料" "002709.sz" "2016-01-14" "微弱控盘" 73.06
"002711" "欧浦智网" "002711.sz" "2016-01-14" "微弱控盘" 34.39
"002712" "" "002712.sz" NA "" NA
"002713" "" "002713.sz" NA "" NA
"002714" "牧原股份" "002714.sz" "2016-01-14" "微弱控盘" 50.28
"002715" "登云股份" "002715.sz" "2016-01-14" "微弱控盘" 34.78
"002716" "" "002716.sz" NA "" NA
"002717" "岭南园林" "002717.sz" "2016-01-14" "中度控盘" 35.72
"002718" "友邦吊顶" "002718.sz" "2016-01-14" "微弱控盘" 55.23
"002719" "" "002719.sz" NA "" NA
"002721" "金一文化" "002721.sz" "2016-01-14" "微弱控盘" 28.94
"002723" "金莱特" "002723.sz" "2016-01-14" "微弱控盘" 22.11
"002724" "" "002724.sz" NA "" NA
"002725" "跃岭股份" "002725.sz" "2016-01-14" "微弱控盘" 22.68
"002726" "龙大肉食" "002726.sz" "2016-01-14" "高度控盘" 15.16
"002727" "" "002727.sz" NA "" NA
"002728" "台城制药" "002728.sz" "2016-01-14" "微弱控盘" 27.85
"002729" "好利来" "002729.sz" "2016-01-14" "微弱控盘" 66.11
"002730" "" "002730.sz" NA "" NA
"002731" "萃华珠宝" "002731.sz" "2016-01-14" "微弱控盘" 30.41
"002732" "燕塘乳业" "002732.sz" "2016-01-14" "微弱控盘" 35.35
"002733" "雄韬股份" "002733.sz" "2016-01-14" "轻度控盘" 26.15
"002735" "王子新材" "002735.sz" "2016-01-14" "轻度控盘" 47.62
"002736" "国信证券" "002736.sz" "2016-01-14" "微弱控盘" 20.21
"002737" "葵花药业" "002737.sz" "2016-01-14" "微弱控盘" 48.22
"002738" "中矿资源" "002738.sz" "2016-01-14" "微弱控盘" 36.39
"600000" "浦发银行" "600000.sh" "2016-01-14" "微弱控盘" 16.2
"600004" "白云机场" "600004.sh" "2016-01-14" "微弱控盘" 14
"600005" "武钢股份" "600005.sh" "2016-01-14" "微弱控盘" 4.62
"600006" "东风汽车" "600006.sh" "2016-01-14" "微弱控盘" 9.23
"600007" "中国国贸" "600007.sh" "2016-01-14" "微弱控盘" 15.56
"600008" "首创股份" "600008.sh" "2016-01-14" "微弱控盘" 10.91
"600009" "上海机场" "600009.sh" "2016-01-14" "微弱控盘" 28.73
"600010" "包钢股份" "600010.sh" "2016-01-14" "微弱控盘" 4.47
"600011" "华能国际" "600011.sh" "2016-01-14" "微弱控盘" 9.69
"600012" "皖通高速" "600012.sh" "2016-01-14" "微弱控盘" 11.82
"600015" "华夏银行" "600015.sh" "2016-01-14" "微弱控盘" 11.6
"600016" "民生银行" "600016.sh" "2016-01-14" "微弱控盘" 9.47
"600017" "日照港" "600017.sh" "2016-01-14" "微弱控盘" 7.2
"600018" "上港集团" "600018.sh" "2016-01-14" "微弱控盘" 7.36
"600019" "宝钢股份" "600019.sh" "2016-01-14" "轻度控盘" 6.88
"600020" "中原高速" "600020.sh" "2016-01-14" "微弱控盘" 6.33
"600021" "上海电力" "600021.sh" "2016-01-14" "微弱控盘" 17.55
"600022" "山东钢铁" "600022.sh" "2016-01-14" "微弱控盘" 3.71
"600023" "浙能电力" "600023.sh" "2016-01-14" "微弱控盘" 8.12
"600026" "中海发展" "600026.sh" "2016-01-14" "微弱控盘" 10.18
"600027" "华电国际" "600027.sh" "2016-01-14" "微弱控盘" 7.95
"600028" "" "600028.sh" NA "" NA
"600029" "南方航空" "600029.sh" "2016-01-14" "微弱控盘" 8.94
"600030" "" "600030.sh" NA "" NA
"600031" "三一重工" "600031.sh" "2016-01-14" "微弱控盘" 7.59
"600033" "福建高速" "600033.sh" "2016-01-14" "微弱控盘" 4.46
"600035" "楚天高速" "600035.sh" "2016-01-14" "中度控盘" 5.94
"600036" "招商银行" "600036.sh" "2016-01-14" "微弱控盘" 17.01
"600037" "歌华有线" "600037.sh" "2016-01-14" "微弱控盘" 22.63
"600038" "" "600038.sh" NA "" NA
"600039" "四川路桥" "600039.sh" "2016-01-14" "微弱控盘" 5.24
"600048" "保利地产" "600048.sh" "2016-01-14" "微弱控盘" 10.24
"600050" "中国联通" "600050.sh" "2016-01-14" "微弱控盘" 6.91
"600051" "" "600051.sh" NA "" NA
"600052" "浙江广厦" "600052.sh" "2016-01-14" "微弱控盘" 8.3
"600053" "九鼎投资" "600053.sh" "2016-01-14" "轻度控盘" 47.09
"600054" "黄山旅游" "600054.sh" "2016-01-14" "微弱控盘" 21.62
"600055" "" "600055.sh" NA "" NA
"600056" "" "600056.sh" NA "" NA
"600057" "象屿股份" "600057.sh" "2016-01-14" "微弱控盘" 12.54
"600058" "五矿发展" "600058.sh" "2016-01-14" "微弱控盘" 26.44
"600059" "" "600059.sh" NA "" NA
"600060" "海信电器" "600060.sh" "2016-01-14" "微弱控盘" 18
"600061" "国投安信" "600061.sh" "2016-01-14" "微弱控盘" 25.31
"600062" "华润双鹤" "600062.sh" "2016-01-14" "微弱控盘" 23.6
"600063" "皖维高新" "600063.sh" "2016-01-14" "微弱控盘" 6.18
"600064" "南京高科" "600064.sh" "2016-01-14" "微弱控盘" 19.29
"600066" "宇通客车" "600066.sh" "2016-01-14" "微弱控盘" 20.33
"600067" "" "600067.sh" NA "" NA
"600068" "葛洲坝" "600068.sh" "2016-01-14" "微弱控盘" 8.51
"600069" "*ST银鸽" "600069.sh" "2016-01-14" "微弱控盘" 4.9
"600070" "" "600070.sh" NA "" NA
"600071" "*ST光学" "600071.sh" "2016-01-14" "微弱控盘" 20.91
"600073" "上海梅林" "600073.sh" "2016-01-14" "微弱控盘" 12.86
"600074" "保千里" "600074.sh" "2016-01-14" "微弱控盘" 15.64
"600076" "青鸟华光" "600076.sh" "2016-01-14" "微弱控盘" 10.27
"600077" "宋都股份" "600077.sh" "2016-01-14" "微弱控盘" 7.24
"600078" "澄星股份" "600078.sh" "2016-01-14" "微弱控盘" 7.45
"600079" "人福医药" "600079.sh" "2016-01-14" "微弱控盘" 19.56
"600080" "金花股份" "600080.sh" "2016-01-14" "微弱控盘" 12.77
"600081" "" "600081.sh" NA "" NA
"600082" "海泰发展" "600082.sh" "2016-01-14" "微弱控盘" 6.74
"600083" "博信股份" "600083.sh" "2016-01-14" "微弱控盘" 18.92
"600084" "" "600084.sh" NA "" NA
"600085" "" "600085.sh" NA "" NA
"600086" "东方金钰" "600086.sh" "2016-01-14" "微弱控盘" 12.91
"600088" "中视传媒" "600088.sh" "2016-01-14" "微弱控盘" 27.12
"600089" "特变电工" "600089.sh" "2016-01-14" "微弱控盘" 12.46
"600090" "啤酒花" "600090.sh" "2016-01-14" "微弱控盘" 16.11
"600093" "禾嘉股份" "600093.sh" "2016-01-14" "微弱控盘" 16.25
"600094" "大名城" "600094.sh" "2016-01-14" "微弱控盘" 10.86
"600095" "哈高科" "600095.sh" "2016-01-14" "微弱控盘" 10.95
"600096" "云天化" "600096.sh" "2016-01-14" "微弱控盘" 12.81
"600097" "" "600097.sh" NA "" NA
"600098" "广州发展" "600098.sh" "2016-01-14" "微弱控盘" 11.84
"600099" "林海股份" "600099.sh" "2016-01-14" "微弱控盘" 11.14
"600100" "同方股份" "600100.sh" "2016-01-14" "微弱控盘" 17.01
"600101" "明星电力" "600101.sh" "2016-01-14" "微弱控盘" 13.76
"600103" "青山纸业" "600103.sh" "2016-01-14" "微弱控盘" 7.41
"600104" "上汽集团" "600104.sh" "2016-01-14" "微弱控盘" 19.86
"600105" "永鼎股份" "600105.sh" "2016-01-14" "微弱控盘" 20.3
"600106" "重庆路桥" "600106.sh" "2016-01-14" "微弱控盘" 9.94
"600107" "美尔雅" "600107.sh" "2016-01-14" "微弱控盘" 18
"600108" "亚盛集团" "600108.sh" "2016-01-14" "微弱控盘" 7.47
"600109" "国金证券" "600109.sh" "2016-01-14" "微弱控盘" 15.89
"600110" "" "600110.sh" NA "" NA
"600111" "北方稀土" "600111.sh" "2016-01-14" "微弱控盘" 14.76
"600112" "天成控股" "600112.sh" "2016-01-14" "微弱控盘" 16.74
