code,name,market,主力控盘日期,控盘程度,main_cost_value,yesterday,open,volumn,turn_volumn,high,low,lastest_value,type,ratio
002024,苏宁云商,002024.sz,2015-04-10,强烈控盘,12.14,12.85,12.88,1648619,213366,13.15,12.72,12.98,2,0.071
002025,航天电器,002025.sz,2015-04-10,强烈控盘,22.93,25.56,25.80,78575,20125,26.11,25.16,25.85,2,0.13
002026,山东威达,002026.sz,2015-04-10,强烈控盘,12.68,14.95,14.87,87585,12843,14.90,14.46,14.60,2,0.16
002027,七喜控股,002027.sz,2015-04-10,强烈控盘,12.26,12.27,12.35,73036,9022,12.47,12.18,12.39,2,0.012
002028,思源电气,002028.sz,2015-04-10,强烈控盘,16.46,18.39,19.65,435643,87113,20.23,19.64,20.23,2,0.229
002029,七 匹 狼,002029.sz,2015-04-10,强烈控盘,12.49,14.51,14.60,379120,57654,15.80,14.60,15.70,2,0.23
002030,达安基因,002030.sz,2015-04-10,强烈控盘,37.97,50.35,53.20,249885,133998,55.38,52.30,52.76,2,0.404
002031,巨轮股份,002031.sz,2015-04-10,强烈控盘,17.05,20.30,20.40,142391,28752,20.55,19.90,20.17,2,0.195
002032,苏 泊 尔,002032.sz,2015-04-10,强烈控盘,16.53,22.70,22.70,31768,7390,23.72,22.61,23.58,2,0.422
002033,丽江旅游,002033.sz,2015-04-10,强烈控盘,17.34,19.85,19.99,160340,33514,21.47,19.99,21.17,2,0.227
002034,美 欣 达,002034.sz,2015-04-10,强烈控盘,26.05,34.75,34.24,36971,12512,34.54,33.27,33.71,2,0.314
002035,华帝股份,002035.sz,2015-04-08,强烈控盘,14.22,0,0,0,0,0,0,0,0,-1
002036,汉麻产业,002036.sz,2015-01-19,微弱控盘,8.76,0,0,0,0,0,0,0,0,-1
002037,久联发展,002037.sz,2015-02-02,强烈控盘,16.06,0,0,0,0,0,0,0,0,-1
002038,双鹭药业,002038.sz,2015-04-10,强烈控盘,46.71,56.00,57.00,101707,58610,59.20,55.91,57.96,2,0.248
002039,黔源电力,002039.sz,2015-04-10,强烈控盘,14.56,16.56,16.62,72952,12364,17.18,16.60,16.98,2,0.179
002040,南 京 港,002040.sz,2015-04-10,强烈控盘,15.1,17.04,17.03,60061,10229,17.19,16.84,17.07,2,0.125
002041,登海种业,002041.sz,2015-04-10,强烈控盘,35.93,45.07,45.07,44852,19725,45.49,43.01,44.45,2,0.237
002042,华孚色纺,002042.sz,2015-04-10,强烈控盘,6.29,8.20,8.23,115451,9570,8.50,8.12,8.41,2,0.332
002043,兔 宝 宝,002043.sz,2015-04-10,强烈控盘,8.15,9.06,8.96,143491,13013,9.17,8.96,9.10,2,0.117
002044,江苏三友,002044.sz,2015-04-10,强烈控盘,9.6,28.64,31.50,3944,1242,31.50,31.50,31.50,2,2.281
002045,国光电器,002045.sz,2015-04-10,强烈控盘,8.75,9.87,9.95,129158,13096,10.28,9.89,10.12,2,0.161
002046,轴研科技,002046.sz,2015-04-10,强烈控盘,12.03,13.80,13.75,186519,27298,15.18,13.67,15.18,2,0.262
002047,宝鹰股份,002047.sz,2015-03-25,强烈控盘,8.78,0,0,0,0,0,0,0,0,-1
002048,宁波华翔,002048.sz,2015-04-10,强烈控盘,17.37,19.84,19.95,295807,60862,21.33,19.61,20.91,2,0.218
002049,同方国芯,002049.sz,2015-03-25,强烈控盘,35.65,0,0,0,0,0,0,0,0,-1
002050,三花股份,002050.sz,2015-04-10,强烈控盘,16.3,26.03,26.05,260511,69595,27.88,25.51,27.42,2,0.692
002051,中工国际,002051.sz,2015-04-10,强烈控盘,28.88,32.53,32.57,132684,43768,33.55,32.57,33.11,2,0.152
002052,同洲电子,002052.sz,2015-04-10,强烈控盘,12.65,12.94,12.86,283486,37094,13.35,12.73,13.03,2,0.037
002053,云南盐化,002053.sz,2015-04-10,强烈控盘,19.22,22.70,22.68,30132,6994,23.70,22.48,23.32,2,0.227
002054,德美化工,002054.sz,2015-04-10,强烈控盘,10.53,12.88,12.94,106221,14582,14.17,12.94,13.85,2,0.32
002055,得润电子,002055.sz,2015-04-10,强烈控盘,26.17,33.40,33.58,96399,32535,34.25,32.40,33.51,2,0.291
002056,横店东磁,002056.sz,2015-04-10,强烈控盘,25.63,28.97,29.01,77681,22715,29.54,28.76,29.30,2,0.142
002057,中钢天源,002057.sz,2015-02-17,中度控盘,13.16,0,0,0,0,0,0,0,0,-1
002058,威 尔 泰,002058.sz,2015-04-10,强烈控盘,14.6,17.44,17.53,34384,6024,17.93,17.23,17.71,2,0.21
002059,云南旅游,002059.sz,2015-04-10,强烈控盘,14.23,22.05,22.12,33890,7467,22.40,21.80,21.91,2,0.548
002060,粤 水 电,002060.sz,2015-04-10,强烈控盘,8.15,8.89,8.91,188297,17061,9.20,8.91,9.12,2,0.112
002061,江山化工,002061.sz,2015-04-10,强烈控盘,8.9,11.94,11.95,112207,14556,13.13,11.95,13.13,2,0.475
002062,宏润建设,002062.sz,2015-04-10,强烈控盘,6.21,8.25,8.27,189566,16087,8.90,8.20,8.60,2,0.382
002063,远光软件,002063.sz,2015-04-10,强烈控盘,35.88,44.50,46.16,122108,54464,46.16,43.05,44.44,2,0.228
002064,华峰氨纶,002064.sz,2015-04-10,强烈控盘,13.83,18.10,18.00,459016,85256,19.40,17.82,18.98,2,0.368
002065,东华软件,002065.sz,2015-04-10,强烈控盘,28.39,32.13,32.20,482881,158439,33.69,31.89,33.12,2,0.166
002066,瑞泰科技,002066.sz,2015-04-10,强烈控盘,14.58,16.38,16.40,123138,20093,16.66,16.05,16.49,2,0.126
002067,景兴纸业,002067.sz,2015-04-10,强烈控盘,4.84,5.41,5.41,640749,35843,5.81,5.39,5.75,2,0.151
002068,黑猫股份,002068.sz,2015-04-10,强烈控盘,9.01,9.77,9.85,276418,27608,10.14,9.70,10.00,2,0.117
002069,獐 子 岛,002069.sz,2015-04-10,强烈控盘,13.75,15.16,15.35,119950,18479,15.61,15.27,15.37,2,0.117
002071,长城影视,002071.sz,2015-04-10,强烈控盘,23.99,24.13,24.17,65580,16024,24.77,24.17,24.41,2,0.016
002073,软控股份,002073.sz,2015-04-10,强烈控盘,18.05,19.15,19.15,262123,50188,19.44,18.85,19.35,2,0.076
002074,东源电器,002074.sz,2015-04-10,强烈控盘,27.04,29.43,29.06,116262,35250,30.98,29.00,30.54,2,0.137
002075,沙钢股份,002075.sz,2015-04-10,强烈控盘,8.93,17.12,17.11,203923,34440,17.31,16.60,16.62,2,0.87
002076,雪 莱 特,002076.sz,2015-04-03,强烈控盘,15.11,0,0,0,0,0,0,0,0,-1
002077,大港股份,002077.sz,2015-04-10,强烈控盘,11.48,14.72,14.72,48274,7168,15.12,14.52,14.87,2,0.29
002078,太阳纸业,002078.sz,2015-04-10,强烈控盘,4.88,6.22,6.46,1124830,73966,6.80,6.30,6.66,2,0.383
002079,苏州固锝,002079.sz,2015-04-10,强烈控盘,10.01,10.85,10.87,304121,33086,11.02,10.75,10.87,2,0.093
002080,中材科技,002080.sz,2015-04-10,强烈控盘,15.98,24.06,25.40,188041,48734,26.47,25.00,25.50,2,0.626
002081,金 螳 螂,002081.sz,2015-04-10,强烈控盘,22.68,34.30,34.10,204201,68934,34.65,33.01,33.40,2,0.472
002082,栋梁新材,002082.sz,2015-04-10,强烈控盘,11.77,13.75,13.85,139372,19724,14.38,13.85,14.18,2,0.209
002083,孚日股份,002083.sz,2015-04-10,强烈控盘,6.21,7.29,7.30,264144,19694,7.65,7.26,7.59,2,0.206
002084,海鸥卫浴,002084.sz,2015-04-10,高度控盘,14.36,14.77,14.77,88454,12928,14.86,14.45,14.70,2,0.013
002085,万丰奥威,002085.sz,2015-04-10,强烈控盘,29.16,49.71,50.62,33206,16400,50.90,48.42,50.24,2,0.688
002086,东方海洋,002086.sz,2015-04-10,强烈控盘,15.41,18.60,18.80,129290,24516,19.38,18.21,19.20,2,0.252
002087,新野纺织,002087.sz,2015-04-10,强烈控盘,5.97,7.76,7.77,168302,13100,7.92,7.65,7.79,2,0.315
002088,鲁阳股份,002088.sz,2015-04-10,强烈控盘,13.53,16.50,16.38,35425,5847,16.68,16.25,16.42,2,0.222
002089,新 海 宜,002089.sz,2015-03-17,强烈控盘,14.64,0,0,0,0,0,0,0,0,-1
002090,金智科技,002090.sz,2015-04-10,强烈控盘,24.09,28.29,28.25,75751,21750,29.85,28.00,29.35,2,0.2
002091,江苏国泰,002091.sz,2015-04-10,强烈控盘,18.82,21.29,21.29,87210,18610,21.80,20.86,21.55,2,0.146
002092,中泰化学,002092.sz,2015-04-10,强烈控盘,9.32,10.46,10.50,361289,38265,10.69,10.50,10.58,2,0.134
002093,国脉科技,002093.sz,2015-04-10,强烈控盘,12.2,13.90,14.00,376328,52745,14.36,13.55,14.11,2,0.162
002094,青岛金王,002094.sz,2015-04-10,强烈控盘,17.34,20.64,20.60,97386,19493,20.60,19.56,20.05,2,0.165
002095,生 意 宝,002095.sz,2015-04-10,中度控盘,79.96,81.92,81.45,40265,32959,83.44,80.03,82.42,2,0.025
002096,南岭民爆,002096.sz,2015-04-10,强烈控盘,15.74,23.63,23.00,119788,28059,24.79,22.70,23.44,2,0.487
002097,山河智能,002097.sz,2015-04-10,强烈控盘,13.36,14.24,14.24,150082,21500,14.66,14.01,14.48,2,0.076
002098,浔兴股份,002098.sz,2015-04-10,强烈控盘,19.87,24.66,24.85,41462,10756,26.70,24.79,26.65,2,0.328
002099,海翔药业,002099.sz,2015-04-10,强烈控盘,15.61,18.36,18.37,174556,32389,18.78,18.36,18.48,2,0.19
002100,天康生物,002100.sz,2015-04-10,强烈控盘,14.49,17.26,17.33,97923,16733,17.52,16.77,17.32,2,0.192
002101,广东鸿图,002101.sz,2015-04-10,强烈控盘,23.37,27.29,27.35,61349,16508,27.77,26.00,27.37,2,0.14
002102,冠福股份,002102.sz,2015-04-10,强烈控盘,12.05,13.42,13.58,85242,11526,13.88,13.24,13.66,2,0.117
002103,广博股份,002103.sz,2015-04-10,强烈控盘,20.35,24.35,24.05,44193,10777,24.65,24.01,24.33,2,0.206
002104,恒宝股份,002104.sz,2015-03-27,强烈控盘,18.9,0,0,0,0,0,0,0,0,-1
002105,信隆实业,002105.sz,2015-04-10,强烈控盘,9.65,10.35,10.36,103838,10913,10.67,10.31,10.53,2,0.097
002106,莱宝高科,002106.sz,2015-04-03,强烈控盘,14.87,0,0,0,0,0,0,0,0,-1
002107,沃华医药,002107.sz,2015-04-10,强烈控盘,35.08,38.64,38.65,133793,50206,38.65,36.65,37.50,2,0.072
002108,沧州明珠,002108.sz,2015-04-10,高度控盘,21.38,21.59,21.63,124956,27535,22.49,21.40,22.22,2,0.045
002109,兴化股份,002109.sz,2015-04-10,强烈控盘,7.49,8.86,8.90,100034,9144,9.27,8.90,9.06,2,0.228
002110,三钢闽光,002110.sz,2015-04-01,强烈控盘,6.72,0,0,0,0,0,0,0,0,-1
002111,威海广泰,002111.sz,2015-04-10,强烈控盘,19.68,22.00,22.24,63071,14078,22.98,21.85,22.70,2,0.142
002112,三变科技,002112.sz,2015-04-10,强烈控盘,13.07,14.80,14.88,80977,12385,15.58,14.65,15.32,2,0.188
002113,天润控股,002113.sz,2015-04-10,高度控盘,19.02,24.05,24.42,124311,30959,26.10,23.45,25.62,2,0.322
002114,罗平锌电,002114.sz,2015-03-18,强烈控盘,17.67,0,0,0,0,0,0,0,0,-1
002115,三维通信,002115.sz,2015-04-10,强烈控盘,12.81,14.54,14.66,297835,46442,15.99,14.66,15.75,2,0.214
002116,中国海诚,002116.sz,2015-04-10,强烈控盘,16.88,21.99,22.20,51546,11343,22.37,21.50,21.94,2,0.32
002117,东港股份,002117.sz,2015-04-10,强烈控盘,25.59,34.39,34.68,115160,41053,36.83,34.11,34.22,2,0.407
002118,紫鑫药业,002118.sz,2015-04-10,强烈控盘,17.31,20.42,20.97,334104,71792,22.40,20.70,21.95,2,0.258
002120,新海股份,002120.sz,2015-04-10,强烈控盘,18.44,21.36,21.68,32383,6948,21.80,21.11,21.61,2,0.172
002121,科陆电子,002121.sz,2015-04-10,强烈控盘,24.61,29.45,29.46,139352,42109,31.93,28.40,30.64,2,0.277
002122,天马股份,002122.sz,2015-04-10,高度控盘,9.06,11.43,11.30,439542,50112,11.69,11.12,11.52,2,0.278
002124,天邦股份,002124.sz,2015-04-10,强烈控盘,15.59,18.14,18.10,63259,11331,18.85,17.38,18.62,2,0.141
002125,湘潭电化,002125.sz,2015-03-25,强烈控盘,11.98,0,0,0,0,0,0,0,0,-1
002126,银轮股份,002126.sz,2015-04-10,强烈控盘,17.34,20.48,20.53,87924,17746,20.58,19.85,20.19,2,0.168
002128,露天煤业,002128.sz,2015-04-10,强烈控盘,10.13,12.74,12.73,144735,18387,12.94,12.50,12.78,2,0.252
002129,中环股份,002129.sz,2015-04-10,强烈控盘,27.45,41.35,41.30,122972,52412,44.20,40.70,43.35,2,0.599
002130,沃尔核材,002130.sz,2015-04-10,强烈控盘,17.46,18.87,18.88,341889,64533,19.27,18.40,18.93,2,0.089
002131,利欧股份,002131.sz,2015-02-12,高度控盘,24.84,0,0,0,0,0,0,0,0,-1
002132,恒星科技,002132.sz,2015-04-08,强烈控盘,9.1,0,0,0,0,0,0,0,0,-1
002133,广宇集团,002133.sz,2015-04-10,强烈控盘,6.93,8.55,8.50,287243,25489,9.30,8.35,9.03,2,0.309
002135,东南网架,002135.sz,2015-04-10,强烈控盘,7.92,11.02,11.02,170594,18754,11.29,10.80,10.97,2,0.385
002136,安 纳 达,002136.sz,2015-04-10,强烈控盘,12.77,14.70,14.69,146427,22001,15.99,14.38,15.36,2,0.218
002137,实 益 达,002137.sz,2015-03-19,强烈控盘,8.8,0,0,0,0,0,0,0,0,-1
002138,顺络电子,002138.sz,2015-04-10,强烈控盘,16.78,20.68,20.00,626580,126393,20.95,19.36,20.20,2,0.223
002139,拓邦股份,002139.sz,2015-04-10,强烈控盘,20.37,21.74,21.81,78450,16878,21.96,21.00,21.55,2,0.066
002140,东华科技,002140.sz,2015-04-10,强烈控盘,20.25,22.74,22.96,89926,20955,23.71,22.93,23.42,2,0.167
002141,蓉胜超微,002141.sz,2015-04-10,强烈控盘,15.91,19.73,19.73,47284,9517,21.28,19.50,21.28,2,0.282
002142,宁波银行,002142.sz,2015-04-10,强烈控盘,16.65,19.98,20.40,830520,167065,20.55,19.81,19.95,2,0.196
002143,印纪传媒,002143.sz,2015-04-10,强烈控盘,23.23,25.98,25.84,41568,10511,25.85,25.00,25.37,2,0.093
002144,宏达高科,002144.sz,2015-04-10,强烈控盘,25.93,30.37,30.31,104195,32272,32.74,29.58,31.55,2,0.243
002145,中核钛白,002145.sz,2015-04-10,强烈控盘,16.29,19.17,19.56,168055,33079,19.89,19.40,19.64,2,0.206
002146,荣盛发展,002146.sz,2015-04-10,强烈控盘,17.3,23.16,23.33,263356,60747,23.40,22.81,23.00,2,0.334
002147,方圆支承,002147.sz,2015-04-10,强烈控盘,11.65,12.69,12.73,77649,10163,13.44,12.72,13.25,2,0.137
002148,北纬通信,002148.sz,2015-04-10,强烈控盘,29.54,29.07,29.09,148734,42679,29.09,28.23,28.89,2,-0.02
002149,西部材料,002149.sz,2015-04-10,强烈控盘,19.71,21.43,21.43,42879,9322,22.20,21.39,21.97,2,0.108
002150,通润装备,002150.sz,2015-04-10,强烈控盘,11.8,13.59,13.60,48315,6638,13.99,13.50,13.85,2,0.178
002151,北斗星通,002151.sz,2015-04-10,强烈控盘,46.66,50.09,49.82,60792,30429,50.79,49.30,50.38,2,0.08
002153,石基信息,002153.sz,2015-04-10,高度控盘,93.7,126.20,125.00,21055,26004,126.50,119.94,124.10,2,0.334
002154,报 喜 鸟,002154.sz,2015-04-10,强烈控盘,14.19,18.15,18.30,367800,67718,19.25,17.91,18.85,2,0.329
002155,辰州矿业,002155.sz,2015-04-10,高度控盘,11.17,12.21,12.32,318446,39555,12.61,12.23,12.41,2,0.124
002156,通富微电,002156.sz,2015-04-10,强烈控盘,10.96,13.99,14.01,126432,17811,14.30,13.86,14.10,2,0.296
002157,正邦科技,002157.sz,2015-04-10,强烈控盘,11.69,14.99,15.25,150911,22671,15.58,14.60,15.02,2,0.261
002158,汉钟精机,002158.sz,2015-04-10,强烈控盘,19.79,25.45,25.62,31733,8057,25.98,25.10,25.26,2,0.274
002159,三特索道,002159.sz,2015-01-14,微弱控盘,22.41,0,0,0,0,0,0,0,0,-1
002161,远 望 谷,002161.sz,2015-03-25,强烈控盘,12.79,0,0,0,0,0,0,0,0,-1
002162,斯米克,002162.sz,2015-04-10,强烈控盘,7.69,10.71,10.67,181628,18977,10.67,10.25,10.43,2,0.363
002165,红 宝 丽,002165.sz,2015-04-10,强烈控盘,7.81,8.63,8.73,217660,19355,9.05,8.66,8.89,2,0.151
002166,莱茵生物,002166.sz,2015-04-10,强烈控盘,29.51,30.68,30.75,167676,54212,33.75,30.75,33.30,2,0.104
002167,东方锆业,002167.sz,2015-04-10,强烈控盘,17.5,17.68,17.60,171241,30364,17.96,17.54,17.81,2,0.018
002169,智光电气,002169.sz,2015-03-02,强烈控盘,12.77,0,0,0,0,0,0,0,0,-1
002170,芭田股份,002170.sz,2015-04-10,强烈控盘,13.25,15.00,15.25,226049,35269,16.00,15.19,15.28,2,0.165
002171,精诚铜业,002171.sz,2014-11-21,轻度控盘,12.41,0,0,0,0,0,0,0,0,-1
002172,澳洋科技,002172.sz,2015-04-10,强烈控盘,9.81,12.11,12.15,227077,28188,13.19,11.85,12.69,2,0.32
002173,千足珍珠,002173.sz,2014-11-28,轻度控盘,12.98,0,0,0,0,0,0,0,0,-1
002174,游族网络,002174.sz,2015-04-10,高度控盘,52.04,72.28,79.51,40018,31810,79.51,78.70,79.51,2,0.528
002175,广陆数测,002175.sz,2015-04-10,强烈控盘,50.94,90.50,90.00,57664,50713,93.69,84.93,92.00,2,0.707
002176,江特电机,002176.sz,2015-01-26,高度控盘,15.15,0,0,0,0,0,0,0,0,-1
002177,御银股份,002177.sz,2015-04-10,强烈控盘,12.91,14.84,14.96,522398,77416,15.34,14.34,15.11,2,0.15
002178,延华智能,002178.sz,2015-04-10,强烈控盘,18.13,23.86,23.20,511529,115908,23.23,22.00,22.65,2,0.24
002179,中航光电,002179.sz,2015-04-10,强烈控盘,27.92,35.50,35.50,57050,20304,35.93,35.30,35.54,2,0.278
002181,粤 传 媒,002181.sz,2015-04-10,强烈控盘,22.69,25.90,25.81,149536,38407,26.25,25.20,25.90,2,0.141
002182,云海金属,002182.sz,2015-04-10,强烈控盘,16.69,18.08,18.00,123327,22213,18.27,17.75,17.91,2,0.089
002183,怡 亚 通,002183.sz,2015-04-10,强烈控盘,28.98,36.40,36.08,256863,93182,37.25,35.50,36.85,2,0.254
002184,海得控制,002184.sz,2015-04-10,强烈控盘,31.79,39.20,40.58,71628,28034,41.00,38.13,38.81,2,0.227
002185,华天科技,002185.sz,2015-04-10,强烈控盘,16.18,18.55,18.60,226027,43125,19.38,18.46,19.10,2,0.187
002186,全 聚 德,002186.sz,2015-04-10,强烈控盘,20.63,25.27,25.53,103813,27524,27.70,25.53,26.69,2,0.321
002187,广百股份,002187.sz,2015-04-10,强烈控盘,13.1,16.34,16.30,47729,7888,16.85,16.20,16.63,2,0.281
002188,新 嘉 联,002188.sz,2014-12-26,微弱控盘,12.23,0,0,0,0,0,0,0,0,-1
002189,利达光电,002189.sz,2015-04-10,强烈控盘,30.52,41.09,41.88,72592,29810,42.30,40.31,40.91,2,0.339
002190,成飞集成,002190.sz,2015-04-10,强烈控盘,42.37,43.04,43.04,110347,48292,44.97,42.41,43.96,2,0.048
002191,劲嘉股份,002191.sz,2015-04-10,强烈控盘,19.05,24.75,25.40,376501,99174,27.23,25.00,27.23,2,0.429
002192,*ST路翔,002192.sz,2015-04-10,强烈控盘,24.56,29.49,30.96,1328,411,30.96,30.96,30.96,2,0.261
002193,山东如意,002193.sz,2015-04-10,强烈控盘,14.03,16.19,16.20,50913,8215,16.51,15.81,16.11,2,0.148
002194,武汉凡谷,002194.sz,2015-04-10,强烈控盘,14.63,17.15,17.28,104884,18087,17.64,16.88,17.50,2,0.188
002195,二三四五,002195.sz,2015-04-10,强烈控盘,63.43,65.05,64.10,129509,81781,64.48,62.10,62.82,2,-0.002
002196,方正电机,002196.sz,2015-03-13,强烈控盘,18.56,0,0,0,0,0,0,0,0,-1
002197,证通电子,002197.sz,2015-04-10,强烈控盘,28.32,31.86,31.89,86094,28183,33.69,31.47,32.94,2,0.162
002198,嘉应制药,002198.sz,2015-04-10,强烈控盘,10.99,11.78,11.88,298381,36279,12.44,11.80,12.25,2,0.127
002199,东晶电子,002199.sz,2015-04-10,强烈控盘,12.85,13.86,14.00,130215,18599,14.75,13.90,14.49,2,0.122
002200,云投生态,002200.sz,2015-04-10,强烈控盘,20.29,22.43,22.43,41391,9366,22.86,22.23,22.57,2,0.115
002201,九鼎新材,002201.sz,2015-04-10,强烈控盘,11.73,13.80,13.74,94802,13613,14.88,13.73,14.42,2,0.224
002202,金风科技,002202.sz,2015-04-10,强烈控盘,16.4,19.99,20.02,599015,119307,20.40,19.58,19.96,2,0.209
002203,海亮股份,002203.sz,2015-04-10,强烈控盘,8.42,11.04,11.04,199189,22167,11.25,11.01,11.18,2,0.321
002204,大连重工,002204.sz,2015-04-10,强烈控盘,13.74,14.89,15.09,173834,26208,15.32,14.86,15.12,2,0.101
002205,国统股份,002205.sz,2015-04-10,强烈控盘,21.45,22.90,23.15,64742,15122,23.86,22.80,23.56,2,0.098
002206,海 利 得,002206.sz,2015-04-10,强烈控盘,10.21,12.77,12.78,81578,10383,13.02,12.48,12.87,2,0.249
002207,准油股份,002207.sz,2015-04-10,强烈控盘,17.36,18.82,18.85,91512,17172,19.13,18.43,18.82,2,0.093
002208,合肥城建,002208.sz,2015-04-10,强烈控盘,14.91,17.95,17.88,197196,37659,19.75,17.88,19.74,2,0.296
002209,达 意 隆,002209.sz,2015-04-10,强烈控盘,12.94,14.17,14.29,67000,9527,14.42,14.01,14.28,2,0.097
002210,飞马国际,002210.sz,2015-04-10,强烈控盘,18.88,28.79,29.12,58445,16670,29.29,28.18,28.35,2,0.51
002211,宏达新材,002211.sz,2014-12-09,高度控盘,8.53,0,0,0,0,0,0,0,0,-1
002212,南洋股份,002212.sz,2015-04-10,强烈控盘,9.69,10.01,10.05,186393,19212,10.54,10.00,10.36,2,0.086
002213,特 尔 佳,002213.sz,2015-03-24,强烈控盘,12.13,0,0,0,0,0,0,0,0,-1
002214,大立科技,002214.sz,2015-04-10,强烈控盘,27.63,30.68,30.69,136399,43655,33.75,30.00,33.00,2,0.191
002215,诺 普 信,002215.sz,2015-04-10,强烈控盘,13.32,18.75,18.73,73243,13758,19.06,18.40,18.81,2,0.43
002216,三全食品,002216.sz,2015-04-10,强烈控盘,24.05,31.80,31.79,30267,9782,32.70,31.58,32.15,2,0.341
002218,拓日新能,002218.sz,2015-04-10,强烈控盘,11.57,13.20,13.20,116762,15679,13.69,13.16,13.54,2,0.174
002219,恒康医疗,002219.sz,2015-04-10,强烈控盘,26.33,38.80,39.18,83557,32531,39.70,38.00,38.99,2,0.477
002220,天宝股份,002220.sz,2015-04-10,强烈控盘,10.07,14.79,14.66,80229,12200,15.55,14.60,15.19,2,0.529
002221,东华能源,002221.sz,2015-04-10,强烈控盘,19.18,34.68,35.06,38331,13370,35.90,34.57,34.81,2,0.807
002222,福晶科技,002222.sz,2015-04-10,强烈控盘,12.52,13.96,14.01,105886,15369,14.87,14.01,14.52,2,0.168
002223,鱼跃医疗,002223.sz,2015-04-10,强烈控盘,32.48,47.63,48.86,229365,111850,51.00,47.00,47.49,2,0.49
002224,三 力 士,002224.sz,2015-04-10,强烈控盘,11.49,15.61,15.58,126484,19607,15.74,15.36,15.74,2,0.359
002225,濮耐股份,002225.sz,2015-03-27,强烈控盘,8,0,0,0,0,0,0,0,0,-1
002226,江南化工,002226.sz,2015-04-10,强烈控盘,16.02,22.78,23.01,136318,32516,24.45,22.90,24.00,2,0.51
002227,奥 特 迅,002227.sz,2015-04-10,强烈控盘,29.46,40.09,40.08,78933,32427,43.00,38.50,41.18,2,0.406
002228,合兴包装,002228.sz,2015-04-10,强烈控盘,13.9,20.88,20.60,44412,9687,22.54,20.60,21.84,2,0.59
002229,鸿博股份,002229.sz,2015-04-10,强烈控盘,29.54,33.08,33.15,85435,28574,34.20,32.83,33.03,2,0.131
002230,科大讯飞,002230.sz,2015-04-10,强烈控盘,48.39,62.66,62.50,297920,195492,68.84,61.39,66.78,2,0.408
002231,奥维通信,002231.sz,2015-03-23,强烈控盘,11.61,0,0,0,0,0,0,0,0,-1
002232,启明信息,002232.sz,2015-04-10,强烈控盘,15.58,17.90,18.19,119729,21773,18.69,17.84,18.40,2,0.161
002233,塔牌集团,002233.sz,2015-04-10,强烈控盘,11.1,11.85,11.85,158183,18833,12.05,11.73,11.93,2,0.081
002235,安妮股份,002235.sz,2015-04-10,强烈控盘,23.84,26.71,26.40,75613,19676,26.80,25.52,26.38,2,0.107
002236,大华股份,002236.sz,2015-04-10,强烈控盘,33.63,40.46,40.50,262778,104518,40.98,39.31,39.68,2,0.186
002237,恒邦股份,002237.sz,2015-04-10,强烈控盘,23.41,33.33,34.60,271768,95657,36.12,34.38,34.78,2,0.505
002238,天威视讯,002238.sz,2015-04-10,强烈控盘,19.77,24.30,24.35,40582,9955,24.95,24.11,24.80,2,0.251
002240,威华股份,002240.sz,2015-04-10,高度控盘,18.38,19.22,19.25,214121,41436,19.50,19.08,19.27,2,0.051
002241,歌尔声学,002241.sz,2015-04-10,强烈控盘,30.47,34.09,34.09,232581,79769,34.90,33.52,34.49,2,0.142
002242,九阳股份,002242.sz,2015-04-10,强烈控盘,12.67,16.09,16.29,113372,18600,16.60,16.25,16.28,2,0.298
002243,通产丽星,002243.sz,2015-04-10,强烈控盘,9.27,10.64,10.74,69932,7607,11.13,10.65,10.93,2,0.194
002244,滨江集团,002244.sz,2015-04-10,强烈控盘,9.9,13.56,13.45,203888,27065,13.64,13.00,13.46,2,0.331
002245,澳洋顺昌,002245.sz,2015-04-10,强烈控盘,10.81,12.14,11.89,507740,59652,11.98,11.52,11.81,2,0.096
002246,北化股份,002246.sz,2015-04-10,强烈控盘,11.58,14.10,14.10,64483,9191,14.48,14.07,14.22,2,0.24
002247,帝龙新材,002247.sz,2015-04-10,强烈控盘,13.36,17.89,18.00,53338,9507,18.33,17.51,18.09,2,0.339
002249,大洋电机,002249.sz,2015-03-19,强烈控盘,7.43,0,0,0,0,0,0,0,0,-1
002250,联化科技,002250.sz,2015-04-10,强烈控盘,18.75,20.88,21.00,216314,44871,21.38,20.49,20.83,2,0.101
002251,步 步 高,002251.sz,2015-04-10,强烈控盘,19.93,25.40,25.54,144627,37890,27.19,25.50,26.68,2,0.357
002252,上海莱士,002252.sz,2015-04-10,强烈控盘,28.18,58.68,58.56,47358,27691,59.58,57.49,58.55,2,1.101
002253,川大智胜,002253.sz,2015-04-10,强烈控盘,36.22,42.40,42.68,62297,27660,46.60,41.29,45.07,2,0.278
002254,泰和新材,002254.sz,2015-04-10,强烈控盘,13.6,17.17,17.16,110460,18973,17.60,16.73,17.35,2,0.27
002255,海陆重工,002255.sz,2015-03-03,中度控盘,14.35,0,0,0,0,0,0,0,0,-1
002256,彩虹精化,002256.sz,2015-04-10,强烈控盘,21.33,26.30,25.90,123141,31720,26.21,25.23,25.93,2,0.21
002258,利尔化学,002258.sz,2015-04-10,强烈控盘,17.55,22.24,22.23,39288,8921,23.18,22.22,22.53,2,0.3
002259,升达林业,002259.sz,2015-04-10,强烈控盘,7.32,8.80,8.80,258086,22465,8.82,8.62,8.65,2,0.189
